Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/07 11:44:55 AM GMT+5:30,67,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Multiple times a day,categories,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,4,No,3,2,Quick delivery,better app interface and lower shipping charges,901427
2023/06/12 3:33:53 PM GMT+5:30,57,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,nan,First page,5,Maybe,Rarely,High shipping costs,Often,No,Occasionally,Yes,3,No,1,5,Customer service ,Shipping speed and reliability,351126
2023/06/06 7:10:55 PM GMT+5:30,8,Female,Once a week,Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,2,Maybe,Never,others,Rarely,Yes,Moderately,Sometimes,4,Sometimes,5,1,.,Quality of product is very poor according to the big offers,444128
2023/06/09 2:35:29 PM GMT+5:30,65,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a month,categories,Multiple pages,2,Yes,Never,others,Sometimes,Yes,Moderately,No,1,No,3,4,.,Product quality and accuracy,631412
2023/06/05 1:27:08 PM GMT+5:30,52,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,others,Multiple pages,3,Yes,Rarely,High shipping costs,Often,No,Never,Sometimes,1,Sometimes,5,4,All the above,Quality of product is very poor according to the big offers,597707
2023/06/05 8:52:01 PM GMT+5:30,51,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,First page,1,Maybe,Often,High shipping costs,Rarely,Yes,Heavily,Sometimes,3,Yes,4,2,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,441165
2023/06/07 9:54:56 PM GMT+5:30,64,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,others,Multiple pages,2,Yes,Always,others,Rarely,Yes,Occasionally,Yes,4,Sometimes,4,3,Customer service ,Scrolling option would be much better than going to next page,482299
2023/06/08 5:54:05 PM GMT+5:30,7,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,3,Yes,Always,Found a better price elsewhere,Never,Yes,Never,Sometimes,1,Yes,5,5,Quick delivery,Quality of product is very poor according to the big offers,490966
2023/06/08 6:00:06 PM GMT+5:30,4,Male,Once a week,Groceries and Gourmet Food,No,Few times a week,others,Multiple pages,5,No,Never,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,2,5,User-friendly website/app interface,Add more familiar brands to the list,805017
2023/06/07 10:39:21 PM GMT+5:30,54,Others,Less than once a month,Clothing and Fashion;others,Yes,Few times a month,Keyword,Multiple pages,1,Maybe,Always,Found a better price elsewhere,Often,No,Occasionally,Yes,5,No,1,1,All the above,Irrelevant product suggestions,701068
2023/06/09 2:23:45 PM GMT+5:30,52,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Keyword,First page,4,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,Sometimes,5,Yes,2,5,Wide product selection,Scrolling option would be much better than going to next page,974129
2023/06/08 5:37:13 PM GMT+5:30,59,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,others,Multiple pages,4,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Yes,3,No,4,3,Customer service,.,187549
2023/06/09 2:35:29 PM GMT+5:30,57,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,1,Maybe,Always,others,Often,Yes,Moderately,No,4,No,2,2,User-friendly website/app interface,Customer service responsiveness,903258
2023/06/07 10:41:10 PM GMT+5:30,8,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a week,others,Multiple pages,3,Yes,Never,High shipping costs,Sometimes,Yes,Never,No,5,Yes,3,5,All the above,Quality of product is very poor according to the big offers,778779
2023/06/04 10:24:47 PM GMT+5:30,15,Female,Once a week,Clothing and Fashion;Home and Kitchen,No,Few times a week,nan,First page,5,Yes,Never,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,No,4,3,Customer service ,I don't have any problem with Amazon,192582
2023/06/05 10:07:31 PM GMT+5:30,18,Others,Once a week,Groceries and Gourmet Food;Home and Kitchen,No,Few times a month,nan,Multiple pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,Sometimes,3,Yes,2,5,.,Product quality and accuracy,531351
2023/06/08 5:27:22 PM GMT+5:30,49,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,others,First page,3,Yes,Always,High shipping costs,Rarely,Yes,Moderately,Yes,1,Sometimes,1,5,Competitive prices,User interface of app,817454
2023/06/07 2:19:05 PM GMT+5:30,17,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,First page,5,Yes,Always,High shipping costs,Often,No,Occasionally,No,1,Sometimes,3,5,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,606318
2023/06/11 11:17:41 PM GMT+5:30,14,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,others,First page,1,No,Always,others,Always,Yes,Occasionally,Sometimes,4,Yes,5,2,Product recommendations,Product quality and accuracy,701575
2023/06/06 9:45:55 AM GMT+5:30,24,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,nan,First page,5,Maybe,Never,others,Often,Yes,Rarely,No,3,No,4,1,.,Product quality and accuracy,419187
2023/06/08 3:26:03 AM GMT+5:30,16,Female,Once a month,Home and Kitchen;others,No,Rarely,nan,Multiple pages,5,No,Sometimes,others,Sometimes,No,Heavily,No,3,Sometimes,5,5,Quick delivery,.,476408
2023/06/06 6:40:30 PM GMT+5:30,22,Male,Once a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,5,Yes,Always,High shipping costs,Sometimes,No,Heavily,No,3,Yes,2,3,Wide product selection,UI,751458
2023/06/11 10:52:47 PM GMT+5:30,40,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,categories,First page,2,No,Often,High shipping costs,Never,No,Never,No,5,Sometimes,3,3,User-friendly website/app interface,Scrolling option would be much better than going to next page,687432
2023/06/06 8:46:03 AM GMT+5:30,31,Female,Once a month,Groceries and Gourmet Food,Yes,Few times a week,nan,First page,3,Maybe,Never,High shipping costs,Rarely,No,Never,Yes,3,Yes,5,4,Quick delivery,Nothing,540395
2023/06/09 10:23:45 AM GMT+5:30,21,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,First page,3,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Never,Sometimes,1,Sometimes,4,5,Quick delivery,No problems with Amazon,689833
2023/06/06 7:46:27 PM GMT+5:30,13,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,First page,3,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,5,Yes,1,5,Competitive prices,Nil,575801
2023/06/05 1:10:59 PM GMT+5:30,56,Male,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,4,No,Often,others,Always,Yes,Moderately,Yes,2,No,2,3,Customer service,Irrelevant product suggestions,306625
2023/06/07 3:58:52 PM GMT+5:30,46,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Filter,First page,4,Maybe,Rarely,High shipping costs,Often,No,Moderately,No,3,Yes,4,3,Quick delivery,Shipping speed and reliability,107272
2023/06/08 5:35:01 PM GMT+5:30,59,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,others,First page,3,Yes,Never,Found a better price elsewhere,Often,Yes,Never,Yes,1,No,1,5,All the above,.,946302
2023/06/07 9:35:23 PM GMT+5:30,34,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,others,First page,2,Yes,Often,High shipping costs,Rarely,No,Occasionally,Sometimes,4,Sometimes,3,1,Product recommendations,Irrelevant product suggestions,612691
2023/06/08 5:47:32 PM GMT+5:30,26,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,categories,Multiple pages,3,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,Sometimes,2,Sometimes,5,3,Customer service ,.,587606
2023/06/04 9:40:54 PM GMT+5:30,24,Others,Less than once a month,others,No,Few times a month,Keyword,First page,5,No,Often,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,4,Sometimes,2,5,User-friendly website/app interface,Scrolling option would be much better than going to next page,569763
2023/06/08 10:39:59 PM GMT+5:30,57,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,nan,First page,5,Maybe,Always,Found a better price elsewhere,Often,No,Moderately,Yes,4,No,2,1,.,Nothing,867321
2023/06/09 7:24:57 PM GMT+5:30,13,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,categories,Multiple pages,1,Yes,Never,High shipping costs,Often,No,Moderately,Sometimes,5,Sometimes,5,1,Wide product selection,Shipping speed and reliability,978469
2023/06/11 11:03:34 PM GMT+5:30,33,Male,Few times a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,5,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,4,No,3,5,Competitive prices,I don't have any problem with Amazon,331287
2023/06/07 10:41:10 PM GMT+5:30,60,Prefer not to say,Once a month,Beauty and Personal Care;others,No,Few times a week,Keyword,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,2,Yes,5,1,Customer service ,.,977729
2023/06/08 2:21:41 PM GMT+5:30,58,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,First page,2,Yes,Rarely,others,Rarely,No,Occasionally,Sometimes,5,Yes,4,4,Customer service ,Customer service responsiveness,766555
2023/06/11 11:02:55 PM GMT+5:30,11,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,nan,First page,2,No,Often,Changed my mind or no longer need the item,Always,No,Heavily,Sometimes,2,No,2,4,Wide product selection,User interface of app,796199
2023/06/07 9:19:23 AM GMT+5:30,44,Others,Once a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,4,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,4,No,2,5,All the above,I don't have any problem with Amazon,373877
2023/06/07 2:22:14 PM GMT+5:30,4,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,3,Yes,Often,High shipping costs,Often,Yes,Rarely,Yes,3,Sometimes,4,2,All the above,No problems with Amazon,295823
2023/06/05 9:58:17 PM GMT+5:30,7,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,others,First page,2,Maybe,Always,High shipping costs,Often,No,Rarely,Yes,3,No,4,4,Competitive prices,better app interface and lower shipping charges,538480
2023/06/07 9:20:34 AM GMT+5:30,48,Female,Once a week,Home and Kitchen,No,Few times a month,Filter,Multiple pages,5,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,Heavily,No,2,No,2,3,Customer service,No problems with Amazon,921458
2023/06/05 12:39:14 AM GMT+5:30,64,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,categories,Multiple pages,5,No,Rarely,Found a better price elsewhere,Often,Yes,Rarely,Yes,1,Yes,1,4,Quick delivery,better app interface and lower shipping charges,637464
2023/06/08 5:30:34 PM GMT+5:30,36,Others,Once a month,others,No,Few times a month,nan,Multiple pages,4,No,Sometimes,High shipping costs,Often,Yes,Moderately,Sometimes,1,No,4,5,Competitive prices,Scrolling option would be much better than going to next page,796247
2023/06/07 9:19:23 AM GMT+5:30,56,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,nan,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Heavily,No,3,No,3,1,User-friendly website/app interface,.,715267
2023/06/08 3:24:37 AM GMT+5:30,26,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,nan,Multiple pages,2,Maybe,Rarely,High shipping costs,Sometimes,No,Never,Yes,3,No,1,3,.,Nil,840786
2023/06/07 9:24:31 AM GMT+5:30,46,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,5,Yes,Always,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,5,No,2,5,All the above,UI,170949
2023/06/08 5:33:12 PM GMT+5:30,42,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,1,Maybe,Always,others,Always,No,Rarely,Yes,3,No,1,4,Customer service,Add more familiar brands to the list,227868
2023/06/08 10:21:20 PM GMT+5:30,24,Female,Multiple times a week,Home and Kitchen,Sometimes,Few times a month,Keyword,First page,2,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Heavily,No,1,Yes,4,4,Quick delivery,Reducing packaging waste,647285
2023/06/09 2:36:09 PM GMT+5:30,61,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,categories,Multiple pages,4,No,Always,High shipping costs,Always,Yes,Moderately,Sometimes,2,No,4,2,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,501368
2023/06/11 10:54:33 PM GMT+5:30,10,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,categories,Multiple pages,5,Yes,Always,others,Rarely,No,Never,Yes,1,Sometimes,2,5,Customer service ,UI,342471
2023/06/07 1:04:07 PM GMT+5:30,62,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,categories,First page,4,Maybe,Never,High shipping costs,Often,Yes,Never,No,5,No,5,1,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,367209
2023/06/07 2:19:05 PM GMT+5:30,18,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Rarely,nan,First page,3,Maybe,Often,High shipping costs,Rarely,Yes,Never,No,1,Sometimes,1,3,Competitive prices,I don't have any problem with Amazon,479614
2023/06/09 7:23:09 PM GMT+5:30,37,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,nan,Multiple pages,5,Maybe,Often,High shipping costs,Never,No,Rarely,Sometimes,1,Yes,4,4,Quick delivery,No problems with Amazon,108251
2023/06/06 6:51:13 PM GMT+5:30,28,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,nan,First page,2,No,Always,others,Always,Yes,Occasionally,Yes,1,Yes,2,1,All the above,Product quality and accuracy,699050
2023/06/06 6:45:33 PM GMT+5:30,33,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Rarely,nan,Multiple pages,3,No,Always,others,Always,Yes,Heavily,Yes,4,Yes,2,2,Quick delivery,UI,859218
2023/06/06 6:38:03 PM GMT+5:30,32,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Rarely,categories,First page,5,Yes,Never,Changed my mind or no longer need the item,Often,Yes,Rarely,Yes,3,Sometimes,3,2,.,better app interface and lower shipping charges,671885
2023/06/12 3:33:53 PM GMT+5:30,10,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,others,Multiple pages,2,Yes,Rarely,Found a better price elsewhere,Often,No,Never,Yes,1,Sometimes,5,5,Wide product selection,.,783142
2023/06/09 3:09:41 PM GMT+5:30,17,Male,Multiple times a week,Clothing and Fashion;others,No,Few times a week,Keyword,First page,1,Maybe,Often,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,4,Yes,2,2,Product recommendations,I don't have any problem with Amazon,451695
2023/06/05 2:46:25 PM GMT+5:30,52,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,nan,First page,5,Yes,Often,others,Always,No,Heavily,No,2,Sometimes,5,2,Customer service,.,575298
2023/06/05 1:28:44 PM GMT+5:30,51,Male,Once a month,Home and Kitchen,Sometimes,Rarely,nan,First page,1,Yes,Rarely,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,1,Yes,1,1,Customer service,Customer service responsiveness,651823
